"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000259285",0.436707069889991,-0.254107128683062,1.5896936688659,-0.159846600423555,0.873001914179278,NA
"ENSG00000259287",4.12689648729799,0.370343846117797,0.353371401081419,1.04803004709616,0.294624763504714,NA
"ENSG00000259288",1.9314459062884,0.977506948451285,1.82434208404329,0.535813407475003,0.592087515039503,NA
"ENSG00000259289",0.766472493816077,1.44847969580571,0.907113344970453,1.59680121986618,0.110310023952748,NA
"ENSG00000259290",0.341256616636091,-0.39352851728447,1.3497705888535,-0.291552150072209,0.770629065249175,NA
"ENSG00000259291",1688.84071790646,0.0705095186327469,0.1153579959037,0.611223505404928,0.541051624238404,0.931296606617804
"ENSG00000259293",4.85862988457687,-0.550943414334141,0.375705612082129,-1.46642316914261,0.142533038157554,0.731904874053448
"ENSG00000259295",74.5623643448115,0.148422013678261,0.138092693525828,1.07479990351916,0.28246432367377,0.842381532113627
"ENSG00000259298",0.344672921886227,-1.25452093456969,1.39150758291294,-0.901555226845051,0.367293184138894,NA
"ENSG00000259299",2.05802392475443,-0.145050624987206,0.447452562205886,-0.324169838858726,0.745809455266255,NA
"ENSG00000259305",13.2117006868198,0.179320912761805,0.319007591225697,0.562121145997856,0.574033481916732,0.937776026234797
"ENSG00000259315",15.5052395880665,-0.106940750961517,0.174912132994173,-0.611396986194659,0.540936797380602,0.931272695802881
"ENSG00000259316",0.585096694098433,0.418709166531261,1.02562148546137,0.408249215199414,0.683090719471324,NA
"ENSG00000259318",8.35271803892852,-0.0492101272369834,0.254853776461047,-0.193091614808796,0.846887219496912,0.981092139131961
"ENSG00000259319",85.4732300439971,-0.284228381715968,0.156354915071346,-1.81784104187753,0.0690884316997071,0.626147495700046
"ENSG00000259321",11.9555432487684,-0.260632534858797,0.225047658120494,-1.15812151539586,0.246814450973401,0.819753799883586
"ENSG00000259326",1.97723724649163,1.23731514670556,0.486320369759119,2.54423878505936,0.0109516189692382,NA
"ENSG00000259327",6.11312284345247,-0.181824013327387,0.377852430494028,-0.481203768068023,0.630371683071345,0.947598212027214
"ENSG00000259330",171.01525305764,0.0223380719301346,0.122393659794504,0.182510041513912,0.855182474715824,0.983394712600007
"ENSG00000259331",0.782917567836436,-0.158973199861434,0.897323013091754,-0.177163850187779,0.859379689829317,NA
"ENSG00000259332",10.3673210791181,-0.299260295034202,0.363907795599957,-0.822351976661632,0.410876602794676,0.893900501693747
"ENSG00000259334",2.14983146793798,0.632897766636343,0.489016754084729,1.29422511877105,0.195587672784741,NA
"ENSG00000259336",0.789726298842757,0.137341807694232,0.854689643283076,0.160692022857172,0.872335972621177,NA
"ENSG00000259342",24.6405108631784,-0.214064683176644,0.150870354507466,-1.41886511684475,0.155938343906185,0.749459964843904
"ENSG00000259343",0.307809001439803,-0.6342354544912,1.68288630513425,-0.376873620372475,0.706267526313271,NA
"ENSG00000259345",20.4500968872215,0.129663746604842,0.172978565657722,0.74959429864514,0.453499085653219,0.910768076505118
"ENSG00000259347",1.53473719717707,-0.25325912660133,0.622606532147949,-0.406772357057681,0.684175191224749,NA
"ENSG00000259349",0.794436815010219,0.47189543591775,0.961096745384702,0.490996809825698,0.623428703892453,NA
"ENSG00000259351",0.494712497608463,1.96771306647509,1.08564861515363,1.81247692762602,0.0699125358125752,NA
"ENSG00000259353",1.09918897691209,-0.112975742404152,0.711946841180934,-0.158685643181947,0.873916549926848,NA
"ENSG00000259354",7.54784398089436,-0.0819196873676186,0.283919947064198,-0.288530933506745,0.772940355312366,0.970626106734777
"ENSG00000259356",1.60094197038721,0.483826924624047,0.613288532539279,0.788905872119922,0.430167023386079,NA
"ENSG00000259357",0.952634491958227,-0.519255775803947,0.772072551777001,-0.672547903184525,0.501234954768259,NA
"ENSG00000259361",4.18340091907434,-0.143326919121791,0.425249135060555,-0.337042235491864,0.736085061549339,NA
"ENSG00000259362",2.85224025057179,0.994391788419505,0.462195338963003,2.15145351887484,0.0314404208214829,NA
"ENSG00000259363",1.65471940187973,0.308778262135468,0.818159554583454,0.377405923338113,0.705871965616056,NA
"ENSG00000259366",11.9777262986164,0.287734536112833,0.216170869590565,1.33105138845864,0.183172102581857,0.776960708708219
"ENSG00000259370",7.59601125452803,0.0990999744911805,0.295678750680471,0.335160961899065,0.737503668493258,0.963844023649924
"ENSG00000259371",1.13552173463292,1.36328150400062,1.15754722472504,1.1777329467698,0.238903087801376,NA
"ENSG00000259374",0.649963994463659,0.494749677688981,0.877380005276339,0.56389440688605,0.572825996727253,NA
"ENSG00000259378",0.492973109884521,-0.00588082947365487,1.15631913559039,-0.00508581869195849,0.995942121279863,NA
"ENSG00000259380",179.043720468453,0.00241334720046417,0.097710368377215,0.0246989878407514,0.980295062421461,0.997722439578537
"ENSG00000259383",0.177015119840326,-0.752441077771261,3.0946486900918,-0.24314264820442,0.807894893828881,NA
"ENSG00000259384",0.433280417165131,0.932725165535299,1.66884740779223,0.558903804614006,0.576227372731837,NA
"ENSG00000259394",6.3728541797064,0.0112605628054905,0.267406280334786,0.0421103154024377,0.966410756964446,0.99648031379702
"ENSG00000259396",0.392558823678198,1.12294789838921,1.04519556687271,1.0743902232088,0.282647822541682,NA
"ENSG00000259398",0.498281658302222,0.675256324273614,1.05208093841615,0.64182925440145,0.5209840527592,NA
"ENSG00000259402",1.61720554434064,-0.989282476484153,0.656010598108008,-1.50802819243672,0.131547311677804,NA
"ENSG00000259404",0.3431459470838,-1.56769079547511,2.41682318127361,-0.648657629412913,0.51655969694219,NA
"ENSG00000259407",4.7336044330858,0.124729894287632,0.363853718701501,0.342802307291954,0.731747190052519,0.963770379059816
"ENSG00000259408",4.96998746044243,0.298053219216266,0.336316387879821,0.886228652416345,0.375494326796607,0.881255668158453
"ENSG00000259411",0.296270584197056,-0.151320433608281,1.23205457554916,-0.122819586576214,0.902249963842185,NA
